31.2061 	INFO 	Loaded monitor calibration from ['2025_08_12 10:43']
31.2111 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
31.5391 	INFO 	Using renderer 'Intel(R) Iris(R) Xe Graphics' for graphics
31.5391 	INFO 	OpenGL version supported by driver is 4..
31.5975 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D75444A3B0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D75444A350>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=True, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001D754503C70>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(0.0), np.float64(0.0)], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
31.5976 	EXP 	window1: backgroundImage = ''
31.5976 	EXP 	window1: backgroundFit = 'none'
32.0227 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
32.0227 	EXP 	window1: recordFrameIntervals = False
32.1625 	EXP 	window1: recordFrameIntervals = True
32.3459 	EXP 	Screen (0) actual frame rate measured at 60.11Hz
32.3459 	EXP 	window1: recordFrameIntervals = False
32.4012 	INFO 	keyboard.Keyboard is using ptb backend.
32.4013 	EXP 	stroop task: status = STARTED
32.4785 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Welcome', units='height', win=Window(...), wrapWidth=1)
32.4832 	EXP 	Created fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, draggable=False, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixation', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([10., 10.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
32.4839 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
32.4930 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='text_3', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='thankyou\n', units='height', win=Window(...), wrapWidth=1)
0.0044 	EXP 	text_2: autoDraw = True
1.0091 	EXP 	Imported C:/Users/Admin/OneDrive/psychopy/cond.xlsx as conditions, 4 conditions, 4 params
1.0114 	EXP 	New trial (rep=0, index=0): <Trial 0 (0 in rep 0) data={'word': 'BLUE', 'colour': 'blue', 'stim_condition': 'c', 'correct_res': 'b', 'thisN': 0, 'thisTrialN': 0, 'thisRepN': 0}>
1.0239 	EXP 	text_2: autoDraw = False
1.0239 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
1.0239 	EXP 	text: height = np.float64(0.05)
1.0239 	EXP 	text: height = np.float64(0.05)
1.0239 	EXP 	text: height = np.float64(0.05)
1.0239 	EXP 	text: text = 'BLUE'
1.0239 	EXP 	fixation: autoDraw = True
1.5021 	INFO 	Keyboard events cleared
1.5019 	EXP 	fixation: autoDraw = False
1.5019 	EXP 	text: autoDraw = True
6.0006 	EXP 	text: autoDraw = False
7.1015 	DATA 	Keypress: space
7.1357 	EXP 	Device response: <KeyPress from None: t=7.10042489999978, value=space, duration=None>
7.2169 	EXP 	Device response: <KeyPress from None: t=7.10042489999978, value=space, duration=0.11108790000071167>
10.1834 	DATA 	Mouse: Left button down, pos=(754,391)
10.3844 	DATA 	Mouse:  Left button up, pos=(754,391)
13.1320 	EXP 	Device response: <KeyPress from None: t=13.123315199998615, value=space, duration=None>
13.1329 	DATA 	Keypress: space
13.2650 	EXP 	Device response: <KeyPress from None: t=13.123315199998615, value=space, duration=0.13367830000061076>
15.0144 	EXP 	Device response: <KeyPress from None: t=15.00569280000127, value=r, duration=None>
15.0148 	EXP 	New trial (rep=0, index=1): <Trial 1 (1 in rep 0) data={'word': 'BLUE', 'colour': 'red', 'stim_condition': 'I', 'correct_res': 'r', 'thisN': 1, 'thisTrialN': 1, 'thisRepN': 0}>
15.0170 	DATA 	Keypress: r
15.0308 	EXP 	fixation: autoDraw = False
15.0308 	EXP 	text: autoDraw = False
15.0308 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
15.0308 	EXP 	text: text = 'BLUE'
15.0308 	EXP 	fixation: autoDraw = True
15.1145 	EXP 	Device response: <KeyPress from None: t=15.00569280000127, value=r, duration=0.10207809999701567>
15.5140 	INFO 	Keyboard events cleared
15.5139 	EXP 	fixation: autoDraw = False
15.5139 	EXP 	text: autoDraw = True
15.6977 	EXP 	Device response: <KeyPress from None: t=15.694433299999218, value=d, duration=None>
15.6989 	DATA 	Keypress: d
15.7809 	EXP 	Device response: <KeyPress from None: t=15.694433299999218, value=d, duration=0.08024420000219834>
17.4634 	EXP 	Device response: <KeyPress from None: t=17.454792000000452, value=r, duration=None>
17.4637 	EXP 	New trial (rep=0, index=2): <Trial 2 (2 in rep 0) data={'word': 'RED', 'colour': 'blue', 'stim_condition': 'I', 'correct_res': 'b', 'thisN': 2, 'thisTrialN': 2, 'thisRepN': 0}>
17.4709 	DATA 	Keypress: r
17.4799 	EXP 	fixation: autoDraw = False
17.4799 	EXP 	text: autoDraw = False
17.4799 	EXP 	text: foreColor = <psychopy.colors.Color: blue, alpha=1.0>
17.4799 	EXP 	text: height = np.float64(0.05)
17.4799 	EXP 	text: height = np.float64(0.05)
17.4799 	EXP 	text: height = np.float64(0.05)
17.4799 	EXP 	text: text = 'RED'
17.4799 	EXP 	fixation: autoDraw = True
17.5801 	EXP 	Device response: <KeyPress from None: t=17.454792000000452, value=r, duration=0.11020640000060666>
17.9634 	INFO 	Keyboard events cleared
17.9632 	EXP 	fixation: autoDraw = False
17.9632 	EXP 	text: autoDraw = True
19.7630 	EXP 	Device response: <KeyPress from None: t=19.75937580000027, value=b, duration=None>
19.7633 	EXP 	New trial (rep=0, index=3): <Trial 3 (3 in rep 0) data={'word': 'RED', 'colour': 'red', 'stim_condition': 'C', 'correct_res': 'r', 'thisN': 3, 'thisTrialN': 3, 'thisRepN': 0}>
19.7650 	DATA 	Keypress: b
19.7790 	EXP 	fixation: autoDraw = False
19.7790 	EXP 	text: autoDraw = False
19.7790 	EXP 	text: foreColor = <psychopy.colors.Color: red, alpha=1.0>
19.7790 	EXP 	text: text = 'RED'
19.7790 	EXP 	fixation: autoDraw = True
